store,category,name,kcal,price_jpy,meal_slot_hint,protein_g,fat_g,carb_g,fiber_g,url,image_url
松屋,定食,うまトマハンバーグ定食,989.0,980,,36.0,40.1,112.7,,https://www.matsuyafoods.co.jp/matsuya/menu/teishoku/tei_umatoma_hp_250603.html,https://www.matsuyafoods.co.jp/menu/upload_images/tei_hb_umatoma_hp_3.jpg
松屋,サイドメニュー,“炙り”焼鮭,122.0,380,,12.3,7.7,1.0,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_aburi_yakizake_hp_240716.html,https://www.matsuyafoods.co.jp/menu/upload_images/sidemenu_aburi_yakizake_hp_231017.jpg
松屋,サイドメニュー,青ネギ,11.0,130,,0.7,0.1,2.3,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_aonegi_hp_221011.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_aonegi_hp_230627.jpg
松屋,サイドメニュー,炙りチーズポテト,128.0,120,,3.4,8.5,9.5,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_cheepote_hp_250429.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_cheepote_hp_260429.jpg
松屋,サイドメニュー,たっぷりチーズ,159.0,200,,8.2,13.4,1.5,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_cheese_hp_230919.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_cheese_hp_230523.jpg
松屋,サイドメニュー,ミニ牛皿（ミニ）,160.0,200,,5.3,14.3,2.6,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_gyu_kobachi_hp_240716.html,https://www.matsuyafoods.co.jp/menu/upload_images/kobachi_gyu_hp.jpg
松屋,サイドメニュー,牛皿（並盛）,299.0,370,,9.8,26.9,4.3,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_gyuu_hp_240716.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_gyuuzara_hp.jpg
松屋,サイドメニュー,牛皿（大盛）,377.0,480,,12.4,33.7,6.0,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_gyuu_hp_240716.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_gyuuzara_hp.jpg
松屋,サイドメニュー,ゼリー3個,59.0,150,,0.0,0.0,14.7,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_jelly3_hp_250701.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_jelly3_hp_250701.jpg
松屋,サイドメニュー,豆腐入りみそ汁単品,80.0,140,,5.7,3.8,5.5,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_misoshiru_tohu_hp_250708.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_misoshiru_tohu_hp_250708.jpg
松屋,サイドメニュー,ネギたま,131.0,200,,7.5,7.3,8.5,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_negitama_hp_240716.html,https://www.matsuyafoods.co.jp/menu/upload_images/top_negitama_hp.jpg
松屋,サイドメニュー,鬼おろし,8.0,100,,0.2,0.1,2.1,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_onioroshi_hp_240716.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_oroshi_hp.jpg
松屋,サイドメニュー,ポテサラ,92.0,100,,1.0,5.6,9.2,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_potato_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_potato_salad_hp.jpg
松屋,サイドメニュー,ポテサラ生野菜,116.0,240,,2.3,5.9,14.4,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_potesara_hp_240716.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_potesara_hp_1.jpg
松屋,サイドメニュー,ソーセージ半熟玉子,139.0,180,,9.3,10.1,0.9,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_sausage_han_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/op_sausage_hanjuku_hp.jpg
松屋,サイドメニュー,半熟玉子,71.0,100,,5.8,4.8,0.1,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_tamago_han_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_hanjyukutamago_hp.jpg
松屋,サイドメニュー,生玉子,71.0,100,,5.8,4.8,0.1,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_tamago_nama_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_namatamago_hp.jpg
松屋,サイドメニュー,生野菜,24.0,150,,1.2,0.2,5.2,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/side_yasai_hp_240716.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_namayasai_hp_220308.jpg
松屋,サイドメニュー,富士山キムチ,45.0,100,,1.4,0.5,8.6,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/sidemenu_fuji_kimuchi_hp.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_kimuchi_hp_1.jpg
松屋,サイドメニュー,冷奴,90.0,140,,7.3,4.7,4.8,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/sidemenu_hiyayakko_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_hiyayakko_hp_220627.jpg
松屋,サイドメニュー,国産とろろ,43.0,170,,1.1,0.1,9.4,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/sidemenu_k_tororo_hp_230919.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_k_tororo_hp_220404.jpg
松屋,サイドメニュー,みそ汁,35.0,90,,1.8,1.3,3.7,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/sidemenu_misoshiru_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_misoshiru_hp.jpg
松屋,サイドメニュー,納豆（ネギ付）,81.0,100,,6.5,3.9,6.7,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/sidemenu_natto_hp.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_natto_hp_230214.jpg
松屋,サイドメニュー,焼きのり,2.0,90,,0.3,0.0,0.3,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/sidemenu_nori_z.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_nori_hp_241022.jpg
松屋,サイドメニュー,お新香,26.0,100,,1.0,0.1,5.5,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/sidemenu_oshinko_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_oshinko_hp_220308.jpg
松屋,サイドメニュー,ライス（並盛）,344.0,200,,5.1,0.6,76.1,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/sidemenu_rice_hp_240716.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_rice_hp.jpg
松屋,サイドメニュー,ライス（大盛）,512.0,290,,7.6,0.9,113.2,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/sidemenu_rice_hp_240716.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_rice_hp.jpg
松屋,サイドメニュー,豚汁単品,243.0,240,,9.2,14.9,17.6,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/sidemenu_tonjiru_hp_240716.html,https://www.matsuyafoods.co.jp/menu/upload_images/side_tonjiru_hp.jpg
松屋,サイドメニュー,ソーセージエッグ,156.0,180,,9.3,12.0,0.9,,https://www.matsuyafoods.co.jp/matsuya/menu/sidemenu/top_sausage_egg_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/top_sausage_egg_hp.jpg
松屋,ロカボ,牛焼肉生野菜セット,378.0,850,,18.9,29.3,10.7,,https://www.matsuyafoods.co.jp/matsuya/menu/low_carbohydrate/rokabo_gyuuyaki_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/locabo_gyuuyaki_hp_240416.jpg
松屋,ロカボ,ブラウンソースチーズハンバーグ生野菜セット,769.0,1090,,33.7,50.9,41.7,,https://www.matsuyafoods.co.jp/matsuya/menu/low_carbohydrate/rokabo_hb_brown_cheese_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/locabo_brown_cheese_hb_hp_1.jpg
松屋,ロカボ,ブラウンソースエッグハンバーグ生野菜セット,698.0,990,,31.3,44.2,40.3,,https://www.matsuyafoods.co.jp/matsuya/menu/low_carbohydrate/rokabo_hb_brown_egg_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/locabo_brown_egg_hb_hp_1.jpg
松屋,ロカボ,ブラウンソースハンバーグ生野菜セット,610.0,890,,25.5,37.5,40.1,,https://www.matsuyafoods.co.jp/matsuya/menu/low_carbohydrate/rokabo_hb_brown_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/locabo_brown_hb_hp_1.jpg
松屋,ロカボ,カルビ焼肉生野菜セット,519.0,850,,24.8,40.3,14.8,,https://www.matsuyafoods.co.jp/matsuya/menu/low_carbohydrate/rokabo_karubi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/locabo_karubi_hp_240416.jpg
松屋,ロカボ,牛肉のあいがけうまトマハンバーグ生野菜セット,800.0,1140,,35.9,53.7,38.4,,https://www.matsuyafoods.co.jp/matsuya/menu/low_carbohydrate/rokabo_tei_umatoma_gyu_hp_250603.html,https://www.matsuyafoods.co.jp/menu/upload_images/locabo_umatoma_hb_ai_hp_250603.jpg
松屋,ロカボ,チーズうまトマハンバーグ生野菜セット,804.0,1140,,39.0,52.8,38.2,,https://www.matsuyafoods.co.jp/matsuya/menu/low_carbohydrate/rokabo_umatoma_ch_hp_250603.html,https://www.matsuyafoods.co.jp/menu/upload_images/locabo_umatoma_hb_ch_hp_250603.jpg
松屋,ロカボ,うまトマハンバーグ生野菜セット,645.0,940,,30.9,39.5,36.7,,https://www.matsuyafoods.co.jp/matsuya/menu/low_carbohydrate/rokabo_umatoma_hp_250603.html,https://www.matsuyafoods.co.jp/menu/upload_images/locabo_umatoma_hb_hp_250603.jpg
松屋,トッピング,キムチ半熟玉子セット,115.0,170,,7.2,5.3,8.7,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_kimuchi_h_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_kimuchi_h_hp_2.jpg
松屋,トッピング,キムチ生玉子セット,115.0,170,,7.2,5.3,8.7,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_kimuchi_n_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_kimuchi_n_hp_1.jpg
松屋,トッピング,ミニ牛皿半熟玉子セット（ミニ）,231.0,270,,11.1,19.1,2.7,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_minigyu_h_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_minigyuu_han_hp.jpg
松屋,トッピング,ミニ牛皿生玉子セット（ミニ）,231.0,270,,11.1,19.1,2.7,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_minigyu_n_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_minigyuu_nama_hp.jpg
松屋,トッピング,お新香半熟玉子セット,97.0,170,,6.7,4.9,5.7,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_oshinko_h_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_oshinko_h_hp_220308.jpg
松屋,トッピング,お新香生玉子セット,97.0,170,,6.7,4.9,5.7,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_oshinko_n_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_oshinko_n_hp_220308.jpg
松屋,トッピング,豚汁半熟玉子セット,314.0,310,,15.0,19.8,17.7,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_tonjiru_h_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_tonjiru_h_hp_1.jpg
松屋,トッピング,豚汁生玉子セット,314.0,310,,15.0,19.8,17.7,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_tonjiru_n_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_tonjiru_n_hp_1.jpg
松屋,トッピング,とろろ半熟玉子セット,113.0,240,,6.8,4.9,9.5,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_tororo_h_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_k_tororo_h_3.jpg
松屋,トッピング,とろろ生玉子セット,113.0,240,,6.8,4.9,9.5,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_tororo_n_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_k_tororo_n_3.jpg
松屋,トッピング,生野菜半熟玉子セット,95.0,220,,7.0,5.1,5.3,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_yasai_h_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_yasai_h_hp_220308.jpg
松屋,トッピング,生野菜生玉子セット,95.0,220,,7.0,5.1,5.3,,https://www.matsuyafoods.co.jp/matsuya/menu/topping/set_yasai_n_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/set_yasai_n_hp_220308.jpg
松屋,牛めし,チーズ牛めし（小盛）,667.0,630,,21.3,36.1,61.2,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_cheese_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_cheese_hp_230411.jpg
松屋,牛めし,チーズ牛めし（並盛）,846.0,660,,25.3,42.3,87.1,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_cheese_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_cheese_hp_230411.jpg
松屋,牛めし,チーズ牛めし（あたま大盛）,924.0,830,,28.0,49.0,88.8,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_cheese_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_cheese_hp_230411.jpg
松屋,牛めし,チーズ牛めし（大盛）,1092.0,880,,30.5,49.3,125.9,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_cheese_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_cheese_hp_230411.jpg
松屋,牛めし,チーズ牛めし（特盛）,1397.0,1060,,39.2,69.7,146.7,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_cheese_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_cheese_hp_230411.jpg
松屋,牛めし,キムチ牛めし（小盛）,556.0,530,,14.8,23.6,68.5,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_kimuchi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_kimuchi_hp_230919.jpg
松屋,牛めし,キムチ牛めし（並盛）,736.0,560,,18.9,29.7,94.4,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_kimuchi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_kimuchi_hp_230919.jpg
松屋,牛めし,キムチ牛めし（あたま大盛）,814.0,730,,21.5,36.5,96.1,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_kimuchi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_kimuchi_hp_230919.jpg
松屋,牛めし,キムチ牛めし（大盛）,982.0,780,,24.0,36.8,133.2,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_kimuchi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_kimuchi_hp_230919.jpg
松屋,牛めし,キムチ牛めし（特盛）,1286.0,960,,32.7,57.2,154.0,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_kimuchi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_kimuchi_hp_230919.jpg
松屋,牛めし,マヨキムチ牛めし（小盛）,701.0,580,,15.2,39.4,68.8,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_mayo_kimuchi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_mayo_kimuchi_hp_241112.jpg
松屋,牛めし,マヨキムチ牛めし（並盛）,880.0,610,,19.3,45.5,94.7,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_mayo_kimuchi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_mayo_kimuchi_hp_241112.jpg
松屋,牛めし,マヨキムチ牛めし（あたま大盛）,958.0,780,,21.9,52.2,96.4,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_mayo_kimuchi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_mayo_kimuchi_hp_241112.jpg
松屋,牛めし,マヨキムチ牛めし（大盛）,1126.0,830,,24.4,52.5,133.5,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_mayo_kimuchi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_mayo_kimuchi_hp_241112.jpg
松屋,牛めし,マヨキムチ牛めし（特盛）,1431.0,1010,,33.2,72.9,154.3,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_mayo_kimuchi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_mayo_kimuchi_hp_241112.jpg
松屋,牛めし,ねぎマヨ辣牛めし（小盛）,708.0,580,,14.2,43.6,62.2,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_mayo_negi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_negi_mayo_hp_241112.jpg
松屋,牛めし,ねぎマヨ辣牛めし（並盛）,887.0,610,,18.2,49.8,88.2,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_mayo_negi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_negi_mayo_hp_241112.jpg
松屋,牛めし,ねぎマヨ辣牛めし（あたま大盛）,965.0,780,,20.9,56.5,89.8,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_mayo_negi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_negi_mayo_hp_241112.jpg
松屋,牛めし,ねぎマヨ辣牛めし（大盛）,1133.0,830,,23.4,56.8,126.9,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_mayo_negi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_negi_mayo_hp_241112.jpg
松屋,牛めし,ねぎマヨ辣牛めし（特盛）,1438.0,1010,,32.1,77.2,147.7,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_mayo_negi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_negi_mayo_hp_241112.jpg
松屋,牛めし,ネギたっぷり旨辛ネギたま牛めし（小盛）,614.0,630,,20.1,29.0,65.1,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_negitama_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_negitama_hp.jpg
松屋,牛めし,ネギたっぷり旨辛ネギたま牛めし（並盛）,818.0,660,,24.7,36.2,94.0,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_negitama_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_negitama_hp.jpg
松屋,牛めし,ネギたっぷり旨辛ネギたま牛めし（あたま大盛）,896.0,830,,27.3,43.0,95.7,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_negitama_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_negitama_hp.jpg
松屋,牛めし,ネギたっぷり旨辛ネギたま牛めし（大盛）,1064.0,880,,29.8,43.3,132.8,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_negitama_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_negitama_hp.jpg
松屋,牛めし,ネギたっぷり旨辛ネギたま牛めし（特盛）,1368.0,1060,,38.5,63.7,153.6,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_negitama_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_negitama_hp.jpg
松屋,牛めし,鬼おろしポン酢牛めし（小盛）,534.0,530,,14.3,23.0,64.9,,https://www.matsuyafoods.co.jp/matsuya/menu/gyumeshi/gyu_onioroshi_hp_250422.html,https://www.matsuyafoods.co.jp/menu/upload_images/gyu_oroshi_hp.jpg
